,date,content,coordinates,place
81,2022-04-12 15:03:47+00:00,Maka luya jud ning aftermath sa baha,"{'longitude': 123.8393178, 'latitude': 10.4764289}","{'fullName': 'Danao City, Central Visayas', 'name': 'Danao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
82,2022-04-12 15:03:20+00:00,"IC interest check SCC SET

Selling set for 7k
May inch po ba for set? 😶

wysiwyg 

t. Scc al fine da capo svt hoshi lawa gyupol mingyu apple lechon braso dk seungkwan sakri jun cheol dino vernon 

Pls help RT po @17MarketPH @svtmarket_ph @SVTMerchRTPH @svtmerchph https://t.co/mKRC0ay7bX","{'longitude': 121.005555, 'latitude': 14.8521635}","{'fullName': 'Norzagaray, Central Luzon', 'name': 'Norzagaray', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
83,2022-04-12 15:03:07+00:00,nakakatakot rin pag ganito kalakas ulan.,"{'longitude': 120.8955976, 'latitude': 14.7686625}","{'fullName': 'Bocaue, Central Luzon', 'name': 'Bocaue', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
84,2022-04-12 14:53:02+00:00,"1 hour lang yung game.. malaki kasibyung pusta. Ahm,Ate, Ok lang, Telegram?diko na alam password. Dont even send me $ im good.I appreciate it love u thanks. 
(Hindi ko yan blood related)Shes a good  freind  of mine. Shempre, May mag ppretend nanaman na Nag help or nag give ng $ https://t.co/ltA4a9V3nc","{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
85,2022-04-12 14:49:00+00:00,"Leyte needs all the attention it can get.

Marami na pong mga natabunan ng lupa. 
Marami na pong nadala ng rumaragasang tubig.
Marami po ang nangangailangan ng atensyong medikal. We need manpower for search and rescue. Plssss send help! 

@gmanews @ABSCBNNews

#AgatonPH https://t.co/tUnuXqfOkK","{'longitude': 124.6700376, 'latitude': 11.0695902}","{'fullName': 'Jaro, Eastern Visayas', 'name': 'Jaro', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
86,2022-04-12 14:43:30+00:00,"@STELLmyuniverse I initiated naman to help, i accommodate them. Tho, ang sabi ko from the beginning i can't give assurance na mabibilhan sila dahil nga sobra ang demand ngayon. But yeah, ganon siguro talaga. :((","{'longitude': 120.9665401, 'latitude': 14.3912438}","{'fullName': 'Las Pinas City, National Capital Region', 'name': 'Las Pinas City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
87,2022-04-12 14:30:29+00:00,Lami kaayu i shaok nya alak nag baha na alak,"{'longitude': 126.0945162, 'latitude': 6.2712468}","{'fullName': 'City of Mati, Davao Region', 'name': 'City of Mati', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
88,2022-04-12 14:27:48+00:00,"We still accept donations for this cause. Should you like to make one, details are provided below. 

If you want to help support the movement, you may contact John Andrew Duarte at 09958127838 and/or Mike Laurence Lumen at 09178785129","{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
89,2022-04-12 14:27:45+00:00,Dajong Leyte would like to give back the help to Leyte after the assistance they afforded to Southern Leyte when the whole province was devastated by the wrath of super typhoon Odette in December last year.,"{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
90,2022-04-12 14:27:12+00:00,"I hate her, but I can't help but want her back. I hate how my life has turned out ever since I decided to remove her from my life. I want her back, but she is a very volatile person. It's confusing how I hate her but need her at the same time","{'longitude': 125.5446524, 'latitude': 9.3885076}","{'fullName': 'Kitcharao, Caraga', 'name': 'Kitcharao', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
91,2022-04-12 14:25:48+00:00,"Agaton heavily affected several areas in Region 8 especially Leyte and only few news outlets are covering the onslaught.

Let us all help by making the following hashtags trend: 

Appreciate retweets.
#AgatonPH
#LeyteNeedsHelp
#BaybayNeedsHelp
#AbuyogNeedsHelp
#RescueLeyte https://t.co/BpQKCmhnBk","{'longitude': 120.9272236, 'latitude': 14.3576337}","{'fullName': 'Bacoor, Calabarzon', 'name': 'Bacoor', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
92,2022-04-12 14:16:16+00:00,"#CallForHelp Sara, Iloilo is one of the towns ravaged by the flash flood caused by #AgatonPH. NIPSC Campus in Sara was very devastated. Tulungan natin ang mg apektadong kabataan who are just resuming their F2F classes when the typhoon hit. https://t.co/3LaZ4iboCp","{'longitude': 120.9988804, 'latitude': 14.5134816}","{'fullName': 'Makati City, National Capital Region', 'name': 'Makati City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
93,2022-04-12 14:13:17+00:00,ulan pa 🥱,"{'longitude': 120.6039725, 'latitude': 13.9343146}","{'fullName': 'Lian, Calabarzon', 'name': 'Lian', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
94,2022-04-12 14:11:39+00:00,"Pagod? Edi magpahinga.
Need help? Ask for it (without ranting)","{'longitude': 121.8093115, 'latitude': 13.2972454}","{'fullName': 'Boac, Mimaropa', 'name': 'Boac', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
95,2022-04-12 14:11:15+00:00,Isa ka semana na ulan.😮‍💨😮‍💨😮‍💨,"{'longitude': 122.8958895, 'latitude': 10.5845982}","{'fullName': 'Bacolod City, Western Visayas', 'name': 'Bacolod City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
96,2022-04-12 14:10:29+00:00,BWHHSHSHAHA THE SECONDHAND EMBARASSMENT HELP 😭😭😭 https://t.co/MgJhaLNf8N,"{'longitude': 121.0102698, 'latitude': 14.3201119}","{'fullName': 'San Pedro, Calabarzon', 'name': 'San Pedro', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
97,2022-04-12 13:52:01+00:00,Dala ko yata ang ulan dito sa Luzon,"{'longitude': 120.8881704, 'latitude': 14.8913649}","{'fullName': 'Bustos, Central Luzon', 'name': 'Bustos', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
98,2022-04-12 13:47:17+00:00,Kay ga ulan subong cno da lapit kag available updi ko di tulog sa San Rafael mandurriao 😜 Kay tugnaw,"{'longitude': 122.4979499, 'latitude': 10.6789404}","{'fullName': 'Iloilo City, Western Visayas', 'name': 'Iloilo City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
99,2022-04-12 13:42:14+00:00,Lord please help me in this,"{'longitude': 125.0103034, 'latitude': 5.9587436}","{'fullName': 'Gen. Santos City, Soccsksargen', 'name': 'Gen. Santos City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
100,2022-04-12 13:37:10+00:00,"sayang pag uwi nila mama at kuya, di man lang makalabas ng bahay haha punyetang bagyo kasi","{'longitude': 121.9492648, 'latitude': 12.3350416}","{'fullName': 'Odiongan, Mimaropa', 'name': 'Odiongan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
101,2022-04-12 13:36:51+00:00,"Sa ibang parte ng Albay, ang lakas ng ulan, pero bakit sa Catanduanes nang dumating sa VP Leni natigil ang pagbuhos ng ulan? Talagang ginagabayan tayo ng Diyos.","{'longitude': 123.7561459, 'latitude': 13.2267574}","{'fullName': 'Bacacay, Bicol Region', 'name': 'Bacacay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
102,2022-04-12 13:35:01+00:00,Gagi help me who the fuck is this?!,"{'longitude': 121.0605447, 'latitude': 13.8537556}","{'fullName': 'Lipa City, Calabarzon', 'name': 'Lipa City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
103,2022-04-12 13:34:38+00:00,yung mga nag request saken ng help sa 515 event diko kayo tutulungan,"{'longitude': 120.1483607, 'latitude': 14.7420636}","{'fullName': 'Subic, Central Luzon', 'name': 'Subic', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
104,2022-04-12 13:13:45+00:00,Katamad lalo dahil sa ulan,"{'longitude': 120.9126287, 'latitude': 15.2279627}","{'fullName': 'Gapan City, Central Luzon', 'name': 'Gapan City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
105,2022-04-12 13:13:45+00:00,@mayc2325 Gikan sad ko meeting and training the whole day. Return to Office mo or work from home? Amping lang gyud og gali mulakaw. Maayo unta wala lang gyud baha,"{'longitude': 123.7722811, 'latitude': 10.2343911}","{'fullName': 'Talisay City, Central Visayas', 'name': 'Talisay City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
106,2022-04-12 13:12:46+00:00,"our batch sa Uni is having donation drive for the victims of landslide sa Baybay, Leyte. 🙏🏼🥺

If you wanna donate, you can send directly to the account mentioned below or send it to me, ako nay forward. 

#BaybayNeedsHelp #AgatonPH #PrayforBaybayLeyte https://t.co/sqwRwUbWhH","{'longitude': 125.5462989, 'latitude': 7.2231394}","{'fullName': 'Panabo, Davao Region', 'name': 'Panabo', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
107,2022-04-12 12:44:35+00:00,"Bridget Jones’s Diary
Legally Blond
Bridesmaids
The Help
Grease https://t.co/MZa75qD5aI","{'longitude': 120.9988804, 'latitude': 14.5134816}","{'fullName': 'Makati City, National Capital Region', 'name': 'Makati City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
108,2022-04-12 12:39:23+00:00,Buhos na ulan pleaseee wag na pabebe juskoo apakainettt 😏😒,"{'longitude': 120.8546464, 'latitude': 14.8069112}","{'fullName': 'Guiguinto, Central Luzon', 'name': 'Guiguinto', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
109,2022-04-12 12:30:37+00:00,sorry sa pag flood sa fb. basta mao ni rason https://t.co/Ym4wUhsjb9,"{'longitude': 123.9114563, 'latitude': 10.3107867}","{'fullName': 'Mandaue City, Central Visayas', 'name': 'Mandaue City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
110,2022-04-12 12:17:05+00:00,Kahibaw ko nga naay bagyo. Pero wala ko kahibaw na naa kay bag-o,"{'longitude': 120.9988804, 'latitude': 14.5134816}","{'fullName': 'Makati City, National Capital Region', 'name': 'Makati City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
111,2022-04-12 12:12:44+00:00,tamang chill lang ako dito sa kwarto habang malakas ulan. langya dehins ko namalayan nakabukas ng pala bintana pagbaba ko ng kama matinde may swimming pool na.,"{'longitude': 120.9149568, 'latitude': 15.0484382}","{'fullName': 'San Miguel, Central Luzon', 'name': 'San Miguel', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
112,2022-04-12 12:09:42+00:00,"@rob_moya05 Olats Kasi  eh patulong tulong pa kunyari Sa date nung dalawa tapos ngayon eepal Nanaman sya,,,papampam,,,Wala na Kasi pumapansin","{'longitude': 121.0518106, 'latitude': 14.542797}","{'fullName': 'Pasig City, National Capital Region', 'name': 'Pasig City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
113,2022-04-12 11:54:51+00:00,super baha sa Cebu maygani naka uli nko. ☺,"{'longitude': 125.4480073, 'latitude': 8.7765333}","{'fullName': 'Butuan City, Caraga', 'name': 'Butuan City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
114,2022-04-12 11:53:50+00:00,@nnnnashville Sila ang updates bagyo. Bagyong Igaton HAHAHAHAHAHAHAHAH 🤣🤣,"{'longitude': 124.4253845, 'latitude': 8.3220199}","{'fullName': 'Opol, Northern Mindanao', 'name': 'Opol', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
115,2022-04-12 11:53:38+00:00,"@lenirobredo Ma'am VP, please help Abuyognons they need food, water, and clothing.","{'longitude': 124.8438494, 'latitude': 10.7922629}","{'fullName': 'Macarthur, Eastern Visayas', 'name': 'Macarthur', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
116,2022-04-12 11:52:23+00:00,sunod bagyo mag menyo najud ko oy di lalim wy gakson.,"{'longitude': 123.240723, 'latitude': 9.2636781}","{'fullName': 'Dumaguete City, Central Visayas', 'name': 'Dumaguete City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
117,2022-04-12 11:51:23+00:00,Sakita mag tan aw sa updates about sa landslide oy,"{'longitude': 123.7376399, 'latitude': 10.2300366}","{'fullName': 'Minglanilla, Central Visayas', 'name': 'Minglanilla', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
118,2022-04-12 11:45:16+00:00,@DongJose @enjoyGLOBE Hahahaha tinood! Dle kaya tungod sa bagyo? Basin naa na cut na lines ba,"{'longitude': 123.7647381, 'latitude': 10.2594754}","{'fullName': 'Cebu City, Central Visayas', 'name': 'Cebu City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
119,2022-04-12 11:42:45+00:00,"Ongoing devastation in Abuyog, Leyte. Landslides and flooding everywhere. Please help us reach the media on this. We need help. #AbuyogNeedsHelp @gmanews @ABSCBNNews @TV5manila","{'longitude': 120.9272236, 'latitude': 14.3576337}","{'fullName': 'Bacoor, Calabarzon', 'name': 'Bacoor', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
120,2022-04-12 11:41:14+00:00,i bought concealer at watsons i asked for help from the sales lady and she swatches it on my arm i went home washed dishes it STILL HASNT come off does good makeup have to be this expensive,"{'longitude': 120.8546464, 'latitude': 14.8069112}","{'fullName': 'Guiguinto, Central Luzon', 'name': 'Guiguinto', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
121,2022-04-12 11:27:41+00:00,@JashTea @Xportal25 @XRPL_XUM @XRPL_XWM @wisherfairy Kaya nga eh sarap makatulong hnd kc talaga kaya if saganang atin lang malaki tulong talaga pag they're lending their helping hands to reach out other people too 🥰🥰..,"{'longitude': 118.380612, 'latitude': 9.5181242}","{'fullName': 'Puerto Princesa City, Mimaropa', 'name': 'Puerto Princesa City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
122,2022-04-12 11:21:23+00:00,"Abuyog, Leyte Dagat Side needs help, send rescuers pls","{'longitude': 124.8438494, 'latitude': 10.7922629}","{'fullName': 'Macarthur, Eastern Visayas', 'name': 'Macarthur', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
123,2022-04-12 11:19:28+00:00,Bisan ulan padayun japon,"{'longitude': 124.7288083, 'latitude': 8.2042327}","{'fullName': 'Manolo Fortich, Northern Mindanao', 'name': 'Manolo Fortich', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
124,2022-04-12 11:17:45+00:00,@JashTea @Xportal25 @XRPL_XUM @XRPL_XWM @wisherfairy Limited kc resources ko haha...kaya onte lang kaya ko help kakamiss ano ☺️☺️,"{'longitude': 118.380612, 'latitude': 9.5181242}","{'fullName': 'Puerto Princesa City, Mimaropa', 'name': 'Puerto Princesa City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
125,2022-04-12 11:13:28+00:00,So when gdja mauntat ang ulan?,"{'longitude': 122.9350557, 'latitude': 11.3954999}","{'fullName': 'Pilar, Western Visayas', 'name': 'Pilar', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
126,2022-04-12 11:12:59+00:00,"I may just be naive. But I cant help it. Ive been hurt a lot but thats just it. I have to live with it and move on. Trust is a fragile. Its either you make or break. If you cannot take care of the trust I give you, thats on you. Break me? You will cease to exist for me.","{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
127,2022-04-12 11:11:28+00:00,Jobs?!? You don’t even have one.  How can we expect that you’ll help those searching for one. https://t.co/sN8Pctydqg,"{'longitude': 120.9988804, 'latitude': 14.5134816}","{'fullName': 'Makati City, National Capital Region', 'name': 'Makati City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
128,2022-04-12 11:01:57+00:00,@gigiera2nay @LawInfo_ not sure! kailangan nila ng tulong po. i think!,"{'longitude': 125.2148204, 'latitude': 6.9590062}","{'fullName': 'Davao City, Davao Region', 'name': 'Davao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
129,2022-04-12 10:57:58+00:00,"Maypa maligo duty napud,ulan napud ahhhy nako...","{'longitude': 125.2148204, 'latitude': 6.9590062}","{'fullName': 'Davao City, Davao Region', 'name': 'Davao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
130,2022-04-12 10:54:16+00:00,@magulangsofanji @19rubz_ Thank you for your Help..,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
131,2022-04-12 10:54:02+00:00,I dont know if @ygent_official can see this but they may have forgotten a Sandara Park help them even Kpop make a breakthrough in the Philippines. Just sayin because they were so easy to abandon her &amp; her loyalty to the company. 🙄🙄😒😒 https://t.co/zohBJ2fBAe,"{'longitude': 120.9665401, 'latitude': 14.3912438}","{'fullName': 'Las Pinas City, National Capital Region', 'name': 'Las Pinas City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
132,2022-04-12 10:49:06+00:00,Lakas ulan puta good luck pag pasok talaga,"{'longitude': 121.0518106, 'latitude': 14.542797}","{'fullName': 'Pasig City, National Capital Region', 'name': 'Pasig City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
133,2022-04-12 10:44:30+00:00,@altersouth2 hahaha naa baya bagyo ron 😂 pero bawal na sya ligoan sa dagat beyond 5pm haha,"{'longitude': 126.0945162, 'latitude': 6.2712468}","{'fullName': 'City of Mati, Davao Region', 'name': 'City of Mati', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
134,2022-04-12 10:38:23+00:00,Baha ang Mandaue? 😔,"{'longitude': 123.7722811, 'latitude': 10.2343911}","{'fullName': 'Talisay City, Central Visayas', 'name': 'Talisay City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
135,2022-04-12 10:37:57+00:00,Omg. Baha is real 😭😭😭 busy ako magwork tapos lumulutang na pala lahat 😭😭,"{'longitude': 124.3892082, 'latitude': 11.5046982}","{'fullName': 'Naval, Eastern Visayas', 'name': 'Naval', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
136,2022-04-12 10:36:23+00:00,"Lord, please be with everyone waiting to be rescued, keep them safe, and bring help to them soon. God, bless each and every person affected by this storm and surround them with Your love, protection, and angels. 🙏🙏🙏","{'longitude': 123.9086254, 'latitude': 10.2035208}","{'fullName': 'Lapu-Lapu City, Central Visayas', 'name': 'Lapu-Lapu City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
137,2022-04-12 10:35:31+00:00,"Landslide covering up Brgy. Cantagnos in Baybay City due to Bagyo Agaton is very devastating to look at
#BaybayCityNeedsHelp #BaybayNeedsHelp #AgatonPH https://t.co/FgoRhkyXc8","{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
138,2022-04-12 10:29:03+00:00,Asar ang ulan,"{'longitude': 120.6676053, 'latitude': 13.9017536}","{'fullName': 'Balayan, Calabarzon', 'name': 'Balayan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
139,2022-04-12 10:23:38+00:00,Waay na kami food supply kay wala gid ka prepare abi ya. Tani may manghatag man goods kay kululbaan mag risk gwa sa baha kag mangita baklan pagkaon. 😪,"{'longitude': 122.900966, 'latitude': 11.3713887}","{'fullName': 'President Roxas, Western Visayas', 'name': 'President Roxas', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
140,2022-04-12 10:22:35+00:00,"mukhang di matutuloy Ang outing naming magkaklase 🥲
Anlakas ng ulan","{'longitude': 121.0276544, 'latitude': 13.5245328}","{'fullName': 'Batangas City, Calabarzon', 'name': 'Batangas City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
141,2022-04-12 10:22:25+00:00,Ngeee..  Ana diay na ulan. Kung asa palabas naku USEP ddto gyud ka mosugod noh!!!!,"{'longitude': 125.2148204, 'latitude': 6.9590062}","{'fullName': 'Davao City, Davao Region', 'name': 'Davao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
142,2022-04-12 10:12:50+00:00,Yawa oy dghan kaayog bagyo maabot bweset,"{'longitude': 125.5462989, 'latitude': 7.2231394}","{'fullName': 'Panabo, Davao Region', 'name': 'Panabo', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
143,2022-04-12 10:08:33+00:00,"PTD IN LAS VEGAS, BTS Holo Photocards ~ TAEKOOK HD| Taehyung Jungkook | Vkook Set. 

Get it on Shopee now! https://t.co/lBAYht56OM 

Please help RT 🙏🏻💜 https://t.co/Dv28DAqiDy","{'longitude': 120.9272236, 'latitude': 14.3576337}","{'fullName': 'Bacoor, Calabarzon', 'name': 'Bacoor', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
144,2022-04-12 10:08:25+00:00,"PTD IN LAS VEGAS, BTS Holo Photocards ~ Jung Hoseok | Jhope | Hobi HD Set. 

Get it on Shopee now! https://t.co/lBAYht56OM 

Please help RT 🙏🏻💜 https://t.co/x4fr8ljgsp","{'longitude': 120.9272236, 'latitude': 14.3576337}","{'fullName': 'Bacoor, Calabarzon', 'name': 'Bacoor', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
145,2022-04-12 10:08:19+00:00,"PTD IN LAS VEGAS, BTS Holo Photocards ~ Kim Taehyung HD | V Set. 

Get it on Shopee now! https://t.co/lBAYht56OM 

Please help RT 🙏🏻💜 https://t.co/XdYtZPbHTn","{'longitude': 120.9272236, 'latitude': 14.3576337}","{'fullName': 'Bacoor, Calabarzon', 'name': 'Bacoor', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
146,2022-04-12 10:07:31+00:00,Huyyy ulan!!! Itigil mo yan. May training kami ah.,"{'longitude': 121.0221472, 'latitude': 14.4611671}","{'fullName': 'Taguig City, National Capital Region', 'name': 'Taguig City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
147,2022-04-12 10:06:33+00:00,"2. If you want to donate/sponsor personally, just approach RV Sanoria (Bantayan), Czarina Persy Kate Rivera (Bantayan), or Maria Nova Silvano (Santa Fe). 

3. You can also help us reach potential donors/sponsors by sharing this post. 

(4) https://t.co/uX9OdKKEiC","{'longitude': 123.7565237, 'latitude': 11.1474093}","{'fullName': 'Santa Fe, Central Visayas', 'name': 'Santa Fe', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
148,2022-04-12 10:06:24+00:00,"[ ic / interested check! ] 
 
hii #bnstwt !! would anyone be interested if i sell customized beaded keyrings ?? i still haven’t thought about the price ranges yet hehe &gt;&lt; 

will open slots soon!! 

[ pls help rt I’m sofer broke na T^T ]","{'longitude': 123.3079124, 'latitude': 13.0055461}","{'fullName': 'Ligao, Bicol Region', 'name': 'Ligao', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
149,2022-04-12 10:06:21+00:00,"HOW CAN YOU HELP?

1. You can directly donate a minimum of Php 50.00 through GCash or Bank Transfer. Please SEND PROOF of your online donations for monitoring purposes.

(3) https://t.co/zHf7RexcFK","{'longitude': 123.7565237, 'latitude': 11.1474093}","{'fullName': 'Santa Fe, Central Visayas', 'name': 'Santa Fe', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
150,2022-04-12 10:06:17+00:00,"As the tournament is fast approaching, Bantayan Islanders still lack financial support. 

This fundraising “Imo Singkwenta, May Kwenta” aims to help the team raise a desired amount of money for the team’s overall expenses for the said national tournament.
 
(2) https://t.co/sbuQJ4hSmf","{'longitude': 123.7565237, 'latitude': 11.1474093}","{'fullName': 'Santa Fe, Central Visayas', 'name': 'Santa Fe', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
151,2022-04-12 09:52:09+00:00,Bahala ulan ulan kay pa bora nagid🤧,"{'longitude': 121.8801826, 'latitude': 11.8302458}","{'fullName': 'Malay, Western Visayas', 'name': 'Malay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
152,2022-04-12 09:49:28+00:00,"@KhazylRaey use twitter instead bess mas dakog chance ang impact dires ato mga posts even gamay rakag followers just public your account and don’t forget to use the hashtags

please mag amping mo kanunay dihaaaaa naa pa gihapon bagyo stay vigilant love uuuuu","{'longitude': 120.9786272, 'latitude': 14.5018211}","{'fullName': 'Pasay City, National Capital Region', 'name': 'Pasay City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
153,2022-04-12 09:49:23+00:00,"grabe gyapon ang ulan, halong ka gid da","{'longitude': 122.4979499, 'latitude': 10.6789404}","{'fullName': 'Iloilo City, Western Visayas', 'name': 'Iloilo City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
154,2022-04-12 09:47:00+00:00,"Gasige sige lang ya ang ulan, wala gid may gahakos.😒😒","{'longitude': 122.8958895, 'latitude': 10.5845982}","{'fullName': 'Bacolod City, Western Visayas', 'name': 'Bacolod City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
155,2022-04-12 09:28:06+00:00,Musta na bay ang modules kag answer sheets sakon room? Tani wala lang naabot sang baha ah. ☹️🤞🏻,"{'longitude': 122.900966, 'latitude': 11.3713887}","{'fullName': 'President Roxas, Western Visayas', 'name': 'President Roxas', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
156,2022-04-12 09:27:46+00:00,Hindi ako natutuwa sa ulan. Lalo ako tumatamad buti na lang almost done sa modules,"{'longitude': 121.3031888, 'latitude': 13.6546303}","{'fullName': 'San Juan, Calabarzon', 'name': 'San Juan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
157,2022-04-12 09:25:57+00:00,Taena lakas ng ulan!! Asan na helicopter koooo,"{'longitude': 120.8751937, 'latitude': 15.4294156}","{'fullName': 'Cabanatuan, Central Luzon', 'name': 'Cabanatuan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
158,2022-04-12 09:23:47+00:00,"maraming salamat po sa mga nag pm at nag donate thruu gcash/bank malaking tulong na po yon maliit man o malaki. God bless po 🙏 

#LeyteNeedsHelp #BaybayCityNeedsHelp #AgatonPH https://t.co/Drr1sS61dE","{'longitude': 120.9786272, 'latitude': 14.5018211}","{'fullName': 'Pasay City, National Capital Region', 'name': 'Pasay City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
